player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,totalLongBalls,goals,label,match_id,date,possLostAll,country,league_name,season
C. Coosemans,4x6oiw1rueiv2jzjs9k76h1p1,Anderlecht,6vyr13j6kbwdtxjwm1m4m8nu2,NaN,NaN,Goalkeeper,Centre,NaN,10,NaN,2,NaN,9,NaN,NaN,4,14,9,90,16,4,7,14,1,4,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,15,NaN,Anderlecht vs Standard Liège,djmayua5y68f0qd6p7vahgu8k,2025-10-05,10,BEL,First_Division_A,2025_2026
L. Augustinsson,eb48g14m2erkf7yzqz8gj4u6t,Anderlecht,6vyr13j6kbwdtxjwm1m4m8nu2,5,3,Defender,Left,NaN,31,NaN,7,3,14,1,NaN,22,44,18,90,31,11,1,32,9,13,NaN,3,1,NaN,2,2,2,NaN,NaN,NaN,,NaN,2,NaN,,NaN,NaN,NaN,NaN,4231,10,NaN,Anderlecht vs Standard Liège,djmayua5y68f0qd6p7vahgu8k,2025-10-05,16,BEL,First_Division_A,2025_2026
M. Kana,cu3a4pb4a9g6d0qir3oakd46i,Anderlecht,6vyr13j6kbwdtxjwm1m4m8nu2,4,2,Defender,Left/Centre,NaN,37,NaN,4,1,30,NaN,NaN,13,40,31,90,14,5,3,15,6,7,NaN,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,,1,NaN,NaN,,NaN,NaN,NaN,NaN,4231,2,NaN,Anderlecht vs Standard Liège,djmayua5y68f0qd6p7vahgu8k,2025-10-05,3,BEL,First_Division_A,2025_2026
L. Hey,ddsv1cx4vopu1xis5xwkx2qz8,Anderlecht,6vyr13j6kbwdtxjwm1m4m8nu2,3,3,Defender,Centre/Right,NaN,31,NaN,7,NaN,24,2,NaN,8,39,28,90,16,3,5,12,NaN,3,NaN,4,NaN,3,1,NaN,1,NaN,2,1,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,7,NaN,Anderlecht vs Standard Liège,djmayua5y68f0qd6p7vahgu8k,2025-10-05,8,BEL,First_Division_A,2025_2026
K. Sardella,8q8qxzmb9j1vntg5llyqa35uy,Anderlecht,6vyr13j6kbwdtxjwm1m4m8nu2,3,NaN,Defender,Right,NaN,14,1,1,NaN,5,NaN,1,9,22,9,52,9,2,2,16,5,8,1,NaN,1,1,1,3,1,NaN,2,NaN,,1,NaN,NaN,,NaN,NaN,NaN,NaN,4231,5,NaN,Anderlecht vs Standard Liège,djmayua5y68f0qd6p7vahgu8k,2025-10-05,15,BEL,First_Division_A,2025_2026
N. Saliba,8qcl7ywa0ye0tpf7txo4uwuwa,Anderlecht,6vyr13j6kbwdtxjwm1m4m8nu2,6,3,Defensive Midfielder,Left/Centre,NaN,25,NaN,10,2,7,2,NaN,18,34,10,90,17,7,5,25,13,19,2,2,2,3,1,1,1,3,NaN,NaN,,NaN,NaN,NaN,,2,2,NaN,NaN,4231,5,NaN,Anderlecht vs Standard Liège,djmayua5y68f0qd6p7vahgu8k,2025-10-05,11,BEL,First_Division_A,2025_2026
N. De Cat,8uavb2mcry7i77nhrsq6rboyc,Anderlecht,6vyr13j6kbwdtxjwm1m4m8nu2,5,1,Defensive Midfielder,Centre/Right,NaN,27,NaN,3,1,10,1,NaN,19,32,10,76,17,7,5,24,10,13,NaN,NaN,NaN,2,3,NaN,3,1,1,NaN,,2,NaN,NaN,,2,2,NaN,NaN,4231,4,NaN,Anderlecht vs Standard Liège,djmayua5y68f0qd6p7vahgu8k,2025-10-05,6,BEL,First_Division_A,2025_2026
N. Angulo,drjbms71w0kt1pidq8q17h05w,Anderlecht,6vyr13j6kbwdtxjwm1m4m8nu2,8,NaN,Attacking Midfielder,Left,NaN,19,1,6,7,6,3,1,16,23,6,89,9,5,8,24,13,18,3,1,3,4,NaN,3,NaN,NaN,1,NaN,,1,1,2,,1,1,NaN,NaN,4231,2,NaN,Anderlecht vs Standard Liège,djmayua5y68f0qd6p7vahgu8k,2025-10-05,18,BEL,First_Division_A,2025_2026
T. Hazard,3y9nm18as1wxhizq3fyazb2t,Anderlecht,6vyr13j6kbwdtxjwm1m4m8nu2,3,NaN,Attacking Midfielder,Centre,NaN,25,3,6,4,4,1,3,23,39,11,90,14,5,5,32,16,20,2,1,2,3,1,2,1,3,4,3,,1,1,NaN,,1,1,3,3,4231,5,NaN,Anderlecht vs Standard Liège,djmayua5y68f0qd6p7vahgu8k,2025-10-05,20,BEL,First_Division_A,2025_2026
C. Huerta,48anl4qgpl4f13hkdkc2u9jhl,Anderlecht,6vyr13j6kbwdtxjwm1m4m8nu2,4,1,Attacking Midfielder,Right,NaN,15,NaN,3,2,3,2,NaN,13,19,3,52,9,3,4,18,9,11,1,2,1,1,NaN,1,NaN,2,3,1,,1,NaN,NaN,,NaN,NaN,NaN,NaN,4231,1,NaN,Anderlecht vs Standard Liège,djmayua5y68f0qd6p7vahgu8k,2025-10-05,8,BEL,First_Division_A,2025_2026
