player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,totalLongBalls,goals,label,match_id,date,possLostAll,country,league_name,season
D. Rosić,9pem2q3wxagtdsu9utbyrz3s9,Vojvodina,5dogxolrtabaz69epd35liubg,NaN,NaN,Goalkeeper,Centre,NaN,6,NaN,NaN,1,5,1,NaN,4,6,5,90,16,5,9,13,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,16,NaN,Vojvodina vs Radnik Surdulica,jjc2c4dxlpp9retzpzegbnys,2025-07-20,9,SRB,Super_Liga,2025_2026
S. Bukinac,6qb4ce3qzlcvjdaluqom2vhuc,Vojvodina,5dogxolrtabaz69epd35liubg,6,2,Defender,Left,NaN,32,2,7,4,20,5,NaN,14,39,23,90,18,6,7,21,6,9,1,NaN,1,1,3,3,3,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,6,NaN,Vojvodina vs Radnik Surdulica,jjc2c4dxlpp9retzpzegbnys,2025-07-20,17,SRB,Super_Liga,2025_2026
Đ. Crnomarković,ackvb5pp7jiziocny2goze21h,Vojvodina,5dogxolrtabaz69epd35liubg,2,1,Defender,Left/Centre,NaN,39,NaN,5,1,35,5,NaN,7,48,37,90,22,6,5,15,1,6,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,9,NaN,Vojvodina vs Radnik Surdulica,jjc2c4dxlpp9retzpzegbnys,2025-07-20,10,SRB,Super_Liga,2025_2026
C. Sichenje,3k7jnqlybr19k9vqoktiqv0gk,Vojvodina,5dogxolrtabaz69epd35liubg,7,2,Defender,Centre/Right,NaN,35,NaN,2,1,23,1,NaN,13,38,24,90,19,4,3,16,3,4,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,2,NaN,Vojvodina vs Radnik Surdulica,jjc2c4dxlpp9retzpzegbnys,2025-07-20,5,SRB,Super_Liga,2025_2026
L. Nikolić,daz92aie55a0hru8ut41dhdrd,Vojvodina,5dogxolrtabaz69epd35liubg,8,NaN,Defender,Right,NaN,23,2,9,1,9,2,1,15,32,12,90,15,4,3,23,4,7,1,1,1,1,3,3,3,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,4,NaN,Vojvodina vs Radnik Surdulica,jjc2c4dxlpp9retzpzegbnys,2025-07-20,18,SRB,Super_Liga,2025_2026
N. Petrović,2oyvofr6ygb7h7fjxp71m3js9,Vojvodina,5dogxolrtabaz69epd35liubg,6,NaN,Defensive Midfielder,Left/Centre,NaN,42,4,8,5,18,2,3,24,50,20,90,14,9,6,35,14,19,NaN,3,NaN,4,1,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,7,NaN,Vojvodina vs Radnik Surdulica,jjc2c4dxlpp9retzpzegbnys,2025-07-20,17,SRB,Super_Liga,2025_2026
V. Savićević,cjvshdwnnx1mqa4lehttvjbo5,Vojvodina,5dogxolrtabaz69epd35liubg,2,1,Defensive Midfielder,Centre/Right,NaN,42,NaN,NaN,2,22,2,NaN,21,51,25,82,19,11,5,28,12,17,1,NaN,1,2,2,1,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,4231,7,NaN,Vojvodina vs Radnik Surdulica,jjc2c4dxlpp9retzpzegbnys,2025-07-20,11,SRB,Super_Liga,2025_2026
B. Yusuf,ellz88deagksyfqdqzv16rckq,Vojvodina,5dogxolrtabaz69epd35liubg,9,3,Attacking Midfielder,Left,NaN,14,5,6,2,5,1,2,9,23,7,82,10,3,5,16,6,12,1,3,1,3,NaN,NaN,NaN,2,3,1,1,1,NaN,1,1,NaN,NaN,NaN,NaN,4231,NaN,1,Vojvodina vs Radnik Surdulica,jjc2c4dxlpp9retzpzegbnys,2025-07-20,15,SRB,Super_Liga,2025_2026
D. Kokanović,8owicepgwxjqrblo8py0jkaok,Vojvodina,5dogxolrtabaz69epd35liubg,8,3,Attacking Midfielder,Centre,NaN,19,4,5,2,7,1,3,14,23,9,67,5,1,4,16,7,8,NaN,1,NaN,3,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,1,NaN,Vojvodina vs Radnik Surdulica,jjc2c4dxlpp9retzpzegbnys,2025-07-20,9,SRB,Super_Liga,2025_2026
P. Sukačev,ebrypatsa4d5pbnpwcgiofnro,Vojvodina,5dogxolrtabaz69epd35liubg,6,NaN,Attacking Midfielder,Right,NaN,10,3,3,4,4,NaN,1,6,12,4,67,3,1,2,11,3,5,NaN,1,NaN,2,NaN,3,NaN,NaN,2,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,4231,2,NaN,Vojvodina vs Radnik Surdulica,jjc2c4dxlpp9retzpzegbnys,2025-07-20,11,SRB,Super_Liga,2025_2026
