id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,endDate,knownName
14k525si7mxouc7qvv0pf0ovd,Axel,Bamba,Axel,Bamba,Male,A. Bamba,Côte d'Ivoire,tin6kf561ywonqan0mettr98,France,7gww28djs405rfga69smki84o,Defender,player,1999-07-06,Zürich,Switzerland,3bh70jgvc5mn58x0byjkuda17,185.0,89.0,right,88.0,2024-08-12Z,active,yes,NaN,NaN
1gvciqfkck90y168nxyfiahp0,Tom,Fragassi,Tom,Fragassi,Male,T. Fragassi,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,2005-06-16,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,38.0,2024-12-12Z,active,yes,NaN,NaN
1uj41i55v9fd3j9eaw5b5a7mc,Anthony,Khelifa,Anthony,Khelifa,Male,A. Khelifa,Algeria,1ayprcriqhb8iv10ch70clppu,France,7gww28djs405rfga69smki84o,Defender,player,2005-09-20,Marseille,France,7gww28djs405rfga69smki84o,193.0,77.0,right,35.0,2022-12-27Z,active,yes,NaN,NaN
2fxi6ojn7f16g6c8o53l8q73e,Tim,Jabol-Folcarelli,Tim,Jabol-Folcarelli,Male,T. Jabol-Folcarelli,France,7gww28djs405rfga69smki84o,Martinique,1eb70pvuqssbbg3yamdba5ie5,Midfielder,player,1999-12-06,Vitry-sur-Seine,France,7gww28djs405rfga69smki84o,187.0,78.0,right,26.0,2023-07-01Z,active,no,2025-02-11Z,NaN
2txkzuaeejz7zqb2bs6rbh444,Ben Hamed,Touré,Ben,Touré,Male,B. Touré,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Attacker,player,2003-08-21,Lopou,Côte d'Ivoire,tin6kf561ywonqan0mettr98,185.0,79.0,right,11.0,2023-05-06Z,active,yes,NaN,NaN
4ported2opjp4xbp87bpqb6z8,Moussa,Soumano,Moussa,Soumano,Male,M. Soumano,France,7gww28djs405rfga69smki84o,Mali,d0v29nncgikdswlxpdq553zz,Attacker,player,2005-07-09,Saint-Denis,France,7gww28djs405rfga69smki84o,185.0,73.0,right,22.0,2023-01-07Z,active,yes,NaN,NaN
529k1s89fjg133s8ycjwvgg5x,Mickaël Jose,Barreto,Mickaël,Barreto,Male,M. Barreto,France,7gww28djs405rfga69smki84o,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,1991-01-18,Paris,France,7gww28djs405rfga69smki84o,175.0,67.0,right,4.0,2020-07-01Z,active,yes,NaN,NaN
5c2zuz7f53hvqn5be1k2nddsk,Kan Guy Arsène,Kouassi,Arsène,Kouassi,Male,A. Kouassi,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,2004-09-11,Cocody,Côte d'Ivoire,tin6kf561ywonqan0mettr98,188.0,NaN,left,43.0,2023-11-15Z,active,yes,NaN,NaN
5xh6xm6vaqxy8ijni3g8gcetw,Ricardo,Coutinho da Silva,Ricardo,Coutinho da Silva,Male,R. Coutinho da Silva,France,7gww28djs405rfga69smki84o,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,2006-02-28,NaN,France,7gww28djs405rfga69smki84o,178.0,63.0,NaN,34.0,2024-01-12Z,active,yes,NaN,Ricardo Coutinho
6ek7sie12foswm465llow53hl,Thibault,Campanini,Thibault,Campanini,Male,T. Campanini,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,1998-07-27,Marseille,France,7gww28djs405rfga69smki84o,179.0,79.0,right,2.0,2023-07-05Z,active,yes,NaN,NaN
